director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,title_year,director_genre_actors
Chris Buck,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Adventure Animation Comedy Family Fantasy Musical,Frozen,2013.0,Chris Buck Josh Gad  Maurice LaMarche Livvy Stubenrauch Adventure Animation Comedy Family Fantasy Musical
Lana Wachowski,Steve Bastoni,Daniel Bernhardt,Helmut Bakaitis,Action Sci-Fi,The Matrix Reloaded,2003.0,Lana Wachowski Steve Bastoni  Daniel Bernhardt Helmut Bakaitis Action Sci-Fi
Alan Taylor,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action Adventure Fantasy,Thor: The Dark World,2013.0,Alan Taylor Chris Hemsworth  Natalie Portman Anthony Hopkins Action Adventure Fantasy
George Miller,Tom Hardy,Charlize Theron,Zoë Kravitz,Action Adventure Sci-Fi Thriller,Mad Max: Fury Road,2015.0,George Miller Tom Hardy  Charlize Theron Zoë Kravitz Action Adventure Sci-Fi Thriller
Ron Howard,Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl,Mystery Thriller,Angels & Demons,2009.0,Ron Howard Tom Hanks  Ayelet Zurer Armin Mueller-Stahl Mystery Thriller
Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action Adventure Fantasy,Thor,2011.0,Kenneth Branagh Chris Hemsworth  Natalie Portman Anthony Hopkins Action Adventure Fantasy
Byron Howard,Chloë Grace Moretz,Diedrich Bader,James Lipton,Adventure Animation Comedy Drama Family,Bolt,2008.0,Byron Howard Chloë Grace Moretz  Diedrich Bader James Lipton Adventure Animation Comedy Drama Family
Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Action Adventure Animation Comedy Family Fantasy Sci-Fi,G-Force,2009.0,Hoyt Yeatman Kelli Garner  Piper Mackenzie Harris Niecy Nash Action Adventure Animation Comedy Family Fantasy Sci-Fi
Jonathan Liebesman,Liam Neeson,Edgar Ramírez,Lily James,Action Adventure Fantasy,Wrath of the Titans,2012.0,Jonathan Liebesman Liam Neeson  Edgar Ramírez Lily James Action Adventure Fantasy
Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,Comedy Fantasy Horror,Dark Shadows,2012.0,Tim Burton Johnny Depp  Chloë Grace Moretz Christopher Lee Comedy Fantasy Horror
Christopher McQuarrie,Tom Cruise,Jeremy Renner,Sean Harris,Action Adventure Thriller,Mission: Impossible - Rogue Nation,2015.0,Christopher McQuarrie Tom Cruise  Jeremy Renner Sean Harris Action Adventure Thriller
Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Drama Fantasy Horror Thriller,The Wolfman,2010.0,Joe Johnston Anthony Hopkins  Simon Merrells Art Malik Drama Fantasy Horror Thriller
David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,Action Adventure Drama Romance,The Legend of Tarzan,2016.0,David Yates Christoph Waltz  Alexander Skarsgård Casper Crump Action Adventure Drama Romance
Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Adventure Animation Comedy Family,Bee Movie,2007.0,Steve Hickner Matthew Broderick  Oprah Winfrey Rip Torn Adventure Animation Comedy Family
Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Action Adventure Animation Comedy Family,Kung Fu Panda 2,2011.0,Jennifer Yuh Nelson Angelina Jolie Pitt  Gary Oldman Mike Bell Action Adventure Animation Comedy Family
M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Action Adventure Family Fantasy,The Last Airbender,2010.0,M. Night Shyamalan Seychelle Gabriel  Noah Ringer Aasif Mandvi Action Adventure Family Fantasy
J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Action Adventure Thriller,Mission: Impossible III,2006.0,J.J. Abrams Philip Seymour Hoffman  Tom Cruise Eddie Marsan Action Adventure Thriller
Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Action Drama Thriller,White House Down,2013.0,Roland Emmerich Channing Tatum  Jake Weber Matt Craven Action Drama Thriller
Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Action Adventure Animation Comedy Family Sci-Fi,Mars Needs Moms,2011.0,Simon Wells Elisabeth Harnois  Dan Fogler Tom Everett Scott Action Adventure Animation Comedy Family Sci-Fi
David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Adventure Animation Comedy Family,Flushed Away,2006.0,David Bowers Hugh Jackman  Kate Winslet David Suchet Adventure Animation Comedy Family
Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure Family Fantasy,Pan,2015.0,Joe Wright Hugh Jackman  Cara Delevingne Nonso Anozie Adventure Family Fantasy
Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure Animation Comedy Family Sci-Fi,Mr. Peabody & Sherman,2014.0,Rob Minkoff Ty Burrell  Zach Callison Karan Brar Adventure Animation Comedy Family Sci-Fi
Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,Troy,2004.0,Wolfgang Petersen Brad Pitt  Orlando Bloom Julian Glover Adventure
Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure Animation Comedy Family,Madagascar 3: Europe's Most Wanted,2012.0,Eric Darnell Jada Pinkett Smith  Martin Short Cedric the Entertainer Adventure Animation Comedy Family
Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,Die Another Day,2002.0,Lee Tamahori Toby Stephens  Colin Salmon Rick Yune Action Adventure Thriller
Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods,Action Comedy Fantasy Sci-Fi,Ghostbusters,2016.0,Paul Feig Ed Begley Jr.  Kate McKinnon Zach Woods Action Comedy Fantasy Sci-Fi
Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,Armageddon,1998.0,Michael Bay Bruce Willis  Steve Buscemi Will Patton Action Adventure Sci-Fi Thriller
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Men in Black II,2002.0,Barry Sonnenfeld Will Smith  Rosario Dawson Rip Torn Action Adventure Comedy Family Fantasy Mystery Sci-Fi
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,Beowulf,2007.0,Robert Zemeckis Robin Wright  Anthony Hopkins Sebastian Roché Action Adventure Animation Fantasy
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,Kung Fu Panda 3,2016.0,Alessandro Carloni J.K. Simmons  Angelina Jolie Pitt Wayne Knight Action Adventure Animation Comedy Family
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,Mission: Impossible - Ghost Protocol,2011.0,Brad Bird Tom Cruise  Jeremy Renner Michael Nyqvist Action Adventure Thriller
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,Rise of the Guardians,2012.0,Peter Ramsey Hugh Jackman  Kamil McFadden Khamani Griffin Adventure Animation Family Fantasy
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,Fun with Dick and Jane,2005.0,Dean Parisot John Michael Higgins  Richard Burgi David Herman Comedy Crime
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,The Last Samurai,2003.0,Edward Zwick Tom Cruise  Tony Goldwyn Chad Lindberg Action Drama History War
Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Action Adventure Drama,Exodus: Gods and Kings,2014.0,Ridley Scott Christian Bale  María Valverde Ben Mendelsohn Action Adventure Drama
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,Star Trek,2009.0,J.J. Abrams Chris Hemsworth  Leonard Nimoy Bruce Greenwood Action Adventure Sci-Fi
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,Spider-Man,2002.0,Sam Raimi J.K. Simmons  James Franco Kirsten Dunst Action Adventure Fantasy Romance
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,How to Train Your Dragon 2,2014.0,Dean DeBlois Gerard Butler  Djimon Hounsou America Ferrera Action Adventure Animation Comedy Family Fantasy
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,Gods of Egypt,2016.0,Alex Proyas Gerard Butler  Elodie Yung Bryan Brown Action Adventure Fantasy
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,Stealth,2005.0,Rob Cohen Sam Shepard  Joe Morton Richard Roxburgh Action Adventure Sci-Fi Thriller
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,Watchmen,2009.0,Zack Snyder Matt Frewer  Billy Crudup Stephen McHattie Action Drama Mystery Sci-Fi
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,Lethal Weapon 4,1998.0,Richard Donner Jet Li  Rene Russo Darlene Love Action Crime Thriller
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,Hulk,2003.0,Ang Lee Kevin Rankin  Regi Davis Celia Weston Action Sci-Fi
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,G.I. Joe: Retaliation,2013.0,Jon M. Chu Channing Tatum  Dwayne Johnson Elodie Yung Action Adventure Sci-Fi Thriller
Breck Eisner,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Action Adventure Comedy Thriller,Sahara,2005.0,Breck Eisner Matthew McConaughey  Rainn Wilson Delroy Lindo Action Adventure Comedy Thriller
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,Final Fantasy: The Spirits Within,2001.0,Hironobu Sakaguchi Steve Buscemi  Ming-Na Wen Jean Simmons Action Adventure Animation Fantasy Romance Sci-Fi
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,Captain America: The First Avenger,2011.0,Joe Johnston Chris Evans  Dominic Cooper Hayley Atwell Action Adventure Sci-Fi
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,The World Is Not Enough,1999.0,Michael Apted Colin Salmon  Maria Grazia Cucinotta Desmond Llewelyn Action Adventure Thriller
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,Master and Commander: The Far Side of the World,2003.0,Peter Weir James D'Arcy  Lee Ingleby David Threlfall Action Adventure Drama History War
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,The Twilight Saga: Breaking Dawn - Part 2,2012.0,Bill Condon Robert Pattinson  Kristen Stewart Taylor Lautner Adventure Drama Fantasy Romance
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,Happy Feet 2,2011.0,George Miller Robin Williams  Brad Pitt Common Animation Comedy Family Musical
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,The Incredible Hulk,2008.0,Louis Leterrier Ty Burrell  Peter Mensah William Hurt Action Adventure Sci-Fi
unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,Miami Vice            ,0.0,unknown Don Johnson  Philip Michael Thomas John Diehl Action Crime Drama Mystery Thriller
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,The BFG,2016.0,Steven Spielberg Mark Rylance  Penelope Wilton Rafe Spall Adventure Family Fantasy
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,The Revenant,2015.0,Alejandro G. Iñárritu Leonardo DiCaprio  Tom Hardy Lukas Haas Adventure Drama Thriller Western
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,Turbo,2013.0,David Soren Ryan Reynolds  Snoop Dogg Ben Schwartz Adventure Animation Comedy Family Sport
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,Rango,2011.0,Gore Verbinski Johnny Depp  Ray Winstone Stephen Root Adventure Animation Comedy Family Western
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,Penguins of Madagascar,2014.0,Eric Darnell Benedict Cumberbatch  Annet Mahendru Andy Richter Adventure Animation Comedy Family
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,The Bourne Ultimatum,2007.0,Paul Greengrass Matt Damon  Edgar Ramírez Albert Finney Action Mystery Thriller
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,Kung Fu Panda,2008.0,Mark Osborne Angelina Jolie Pitt  Wayne Knight Dan Fogler Action Adventure Animation Comedy Family
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,Ant-Man,2015.0,Peyton Reed Judy Greer  Hayley Atwell T.I. Action Adventure Comedy Sci-Fi
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,The Hunger Games: Catching Fire,2013.0,Francis Lawrence Jennifer Lawrence  Josh Hutcherson Sandra Ellis Lafferty Adventure Sci-Fi Thriller
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,The Twilight Saga: Breaking Dawn - Part 2,2012.0,Bill Condon Robert Pattinson  Kristen Stewart Taylor Lautner Adventure Drama Fantasy Romance
Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,Home,2015.0,Tim Johnson Jim Parsons  Matt Jones April Winchell Adventure Animation Comedy Family Fantasy Sci-Fi
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,War of the Worlds,2005.0,Steven Spielberg Tom Cruise  Lisa Ann Walter Rick Gonzalez Adventure Sci-Fi Thriller
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,Bad Boys II,2003.0,Michael Bay Will Smith  Henry Rollins Jordi Mollà Action Comedy Crime Thriller
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,Puss in Boots,2011.0,Chris Miller Salma Hayek  Constance Marie Amy Sedaris Action Adventure Animation Comedy Family Fantasy
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,Salt,2010.0,Phillip Noyce Angelina Jolie Pitt  Andre Braugher August Diehl Action Crime Mystery Thriller
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,Noah,2014.0,Darren Aronofsky Anthony Hopkins  Emma Watson Logan Lerman Action Adventure Drama
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,The Adventures of Tintin,2011.0,Steven Spielberg Toby Jones  Mackenzie Crook Tony Curran Action Adventure Family Mystery
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,Harry Potter and the Prisoner of Azkaban,2004.0,Alfonso Cuarón Daniel Radcliffe  Gary Oldman Rupert Grint Adventure Family Fantasy Mystery
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,Australia,2008.0,Baz Luhrmann Essie Davis  Bryan Brown Eddie Baroo Adventure Drama Romance War
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,After Earth,2013.0,M. Night Shyamalan Will Smith  Zoë Kravitz Glenn Morshower Action Adventure Sci-Fi
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,Dinosaur,2000.0,Eric Leighton Alfre Woodard  D.B. Sweeney Della Reese Adventure Animation Family Thriller
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,Harry Potter and the Deathly Hallows: Part II,2011.0,Matt Birch Rupert Grint  Dave Legeno Ralph Ineson Action Fantasy
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,Night at the Museum: Secret of the Tomb,2014.0,Shawn Levy Robin Williams  Rami Malek Steve Coogan Adventure Comedy Family Fantasy
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,Megamind,2010.0,Tom McGrath J.K. Simmons  Brad Pitt Will Ferrell Action Animation Comedy Family Sci-Fi
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,Harry Potter and the Sorcerer's Stone,2001.0,Chris Columbus Daniel Radcliffe  Fiona Shaw Verne Troyer Adventure Family Fantasy
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,R.I.P.D.,2013.0,Robert Schwentke Ryan Reynolds  Jeff Bridges Stephanie Szostak Action Comedy Fantasy
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,Godzilla Resurgence,2016.0,Hideaki Anno Mark Chinnery  Shin'ya Tsukamoto Atsuko Maeda Action Adventure Drama Horror Sci-Fi
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,Gore Verbinski Johnny Depp  Orlando Bloom Jack Davenport Action Adventure Fantasy
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,Harry Potter and the Deathly Hallows: Part I,2010.0,Matt Birch Rupert Grint  Toby Jones Alfred Enoch Fantasy
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,The Hunger Games: Mockingjay - Part 1,2014.0,Francis Lawrence Jennifer Lawrence  Philip Seymour Hoffman Josh Hutcherson Adventure Sci-Fi Thriller
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,The Da Vinci Code,2006.0,Ron Howard Tom Hanks  Seth Gabel Jürgen Prochnow Mystery Thriller
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,Rio 2,2014.0,Carlos Saldanha Miguel Ferrer  Rachel Crow Jeffrey Garcia Adventure Animation Comedy Family Musical
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,X-Men 2,2003.0,Bryan Singer Hugh Jackman  Bruce Davison Aaron Stanford Action Adventure Fantasy Sci-Fi Thriller
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,Fast Five,2011.0,Justin Lin Paul Walker  Vin Diesel Dwayne Johnson Action Crime Thriller
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,Sherlock Holmes: A Game of Shadows,2011.0,Guy Ritchie Robert Downey Jr.  Eddie Marsan Paul Anderson Action Adventure Crime Mystery Thriller
Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action Adventure Fantasy,Clash of the Titans,2010.0,Louis Leterrier Liam Neeson  Jason Flemyng Alexa Davalos Action Adventure Fantasy
Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,Action Sci-Fi,Total Recall,1990.0,Paul Verhoeven Ronny Cox  Rachel Ticotin Marshall Bell Action Sci-Fi
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,The 13th Warrior,1999.0,John McTiernan Tony Curran  Vladimir Kulich Clive Russell Action Adventure History
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,The Bourne Legacy,2012.0,Tony Gilroy Jeremy Renner  Scott Glenn Stacy Keach Action Adventure Thriller
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,Batman & Robin,1997.0,Joel Schumacher Michael Gough  Vivica A. Fox John Glover Action
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,How the Grinch Stole Christmas,2000.0,Ron Howard Clint Howard  T.J. Thyne Molly Shannon Comedy Family Fantasy
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,The Day After Tomorrow,2004.0,Roland Emmerich Jake Gyllenhaal  Dennis Quaid Sela Ward Action Adventure Sci-Fi Thriller
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,Mission: Impossible II,2000.0,John Woo Tom Cruise  Dougray Scott Richard Roxburgh Action Adventure Thriller
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,The Perfect Storm,2000.0,Wolfgang Petersen Karen Allen  Mary Elizabeth Mastrantonio Bob Gunton Action Adventure Drama Thriller
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,Fantastic 4: Rise of the Silver Surfer,2007.0,Tim Story Chris Evans  Ioan Gruffudd Andre Braugher Action Adventure Sci-Fi Thriller
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,Life of Pi,2012.0,Ang Lee Suraj Sharma  Rafe Spall Tabu Adventure Drama Fantasy
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,Ghost Rider,2007.0,Mark Steven Johnson Nicolas Cage  Matt Long Peter Fonda Action Fantasy Thriller
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,Jason Bourne,2016.0,Paul Greengrass Matt Damon  Riz Ahmed Ato Essandoh Action Thriller
